ROP
22.48314
11.5169
10.14399
9.82142
9.86322
9.76401
16.36369
17.63643
164.83389
167.69318
175.33497
168.20233
178.22028
151.46778
122.3103
92.80741
94.16614
96.61188
96.21506
95.6147
116.27444
99.09393
90.21394
92.33957
90.72582
88.34114
89.15226
96.60108
101.81503
105.27041
124.22192
168.62543
181.60036
164.95459
156.64865
159.96355
134.12362
129.33438
134.43983
137.98668
156.43107
141.48652
114.64967
55.55299
50.69767
15.39845
8.21413
7.39955
7.65567
9.10243
10.45875
24.71679
125.92874
152.61867
169.13599
173.31499
226.71946
196.76329
181.89984
174.86102
168.53848
176.25427
139.99859
142.34291
139.31204
137.75994
147.27723
175.21788
243.98189
255.1353
297.36312
308.3916
296.24754
253.35892
250.69846
241.20318
229.8521
208.07228
232.0144
238.31398
248.04124
261.34301
293.04852
273.60151
262.5
268.94426
261.34301
231.8253
231.78022
142.86545
139.22641
134.14337
130.65755
133.88428
181.80472
170.94872
166.08163
153.26007
152.89406
151.95659
143.23432
136.7751
142.66398
160.58179
180.85262
196.61227
221.82057
219.03793
208.99836
176.4062
166.30919
96.20157
88.13094
85.79127
73.07667
68.46709
96.69203
102.06726
113.70751
153.0916
167.10394
206.70125
207.55587
176.88724
99.47093
69.36286
54.9082
44.87251
36.00102
38.21191
38.15354
35.98586
39.63304
38.98635
35.79951
36.95466
30.97155
30.39471
32.52228
32.52116
34.66427
42.50295
40.29701
45.38904
40.98228
35.93294
35.77343
36.07638
32.04713
32.88005
37.19692
36.9357
34.69045
32.31018
31.50219
28.4635
26.87427
26.81565
26.41233
27.23147
27.93405
30.10873
31.83259
33.81644
35.88209
36.15105
36.32287
35.40692
37.25935
35.27684
36.66877
41.43222
45.68527
45
44.9398
41.93199
41.39199
41.4065
39.779
33.93665
34.40512
33.05177
32.0122
34.35115
36.52927
36.00479
39.00748
42.22874
46.74222
50.40751
59.5107
62.88209
62.88209
63.15791
57.46093
54.21414
53.31358
53.30702
50.03474
46.58688
47.71168
48.79701
46.83435
47.24409
50.45873
48.53934
48.75112
53.48123
55.89669
59.71801
61.02008
65.72274
65.75233
58.18396
54.40059
53.28094
41.64068
40.33957
44.42251
42.16722
59.88323
65.26375
60.24098
62.18064
60.12684
54.81473
52.41667
53.30295
49.15794
49.97726
52.43356
56.38776
54.02037
58.74127
64.81227
62.52654
69.28025
68.52667
79.50289
83.5399
81.77848
82.64462
88.92024
72.98353
73.61014
77.75981
72.38307
73.85456
94.89728
102.13619
90.02513
103.6918
97.63153
94.09304
89.87224
93.91516
91.27946
86.5666
99.15535
114.83114
115.9602
130.3476
149.35692
161.80167
135.72369
123.38156
120.27618
114.47953
128.61138
126.21978
134.07674
111.58773
111.28786
111.86188
111.50846
110.24009
144.70066
149.19091
150.95174
156.30692
163.93445
167.49557
169.99459
160.3982
153.27336
154.58419
153.35991
154.94636
166.8461
175.33343
179.44783
179.70614
180.0812
178.53724
180
176.88081
178.50682
176.54698
178.30377
176.64377
181.1457
176.59347
174.34583
169.17146
167.67582
163.77621
162.65814
152.76644
136.62651
128.40509
119.1458
115.94616
120.71969
129.64386
133.50896
142.71247
162.34206
163.84469
162.35341
163.46798
162.99213
160.52657
161.44593
161.62028
154.1976
154.21522
156.48934
160.17825
166.06542
178.92644
182.32451
179.78402
167.83944
163.57736
148.6686
138.17615
137.51194
137.28947
137.89747
145.5122
108.34967
108.10459
97.28527
91.1231
93.84682
95.37749
94.8895
104.25548
102.98793
103.73891
123.34131
88.88012
81.95787
57.46627
64
36.87057
42.55318
35.72717
46.44252
41.53957
36.19649
37.70423
35.0398
35.01135
36.33917
37.05003
38.08517
46.6895
43.0336
34.93753
35.09058
30.09907
30.35596
30.73567
36.04537
37.40554
57.71079
60.32677
62.34747
68.59321
69.97799
65.44094
65.17605
66.34944
67.0814
69.02654
70.69915
70.22106
69.88176
67.60075
64.32283
63.13573
62.88209
64.35289
69.55177
73.94557
76.12457
82.83117
82.97664
82.60988
82.27943
81.96722
82.50574
82.85282
81.9376
81.74386
82.08871
82.00456
82.48773
87.25046
88.84272
94.723
98.92077
102.02746
104.2789
104.9187
101.50377
93.73232
90.23497
88.02982
84.92113
88.93596
89.39826
89.36171
89.36699
89.09019
92.16867
93.32493
97.6605
98.41929
103.07802
102.85715
103.02799
103.1019
103.248
103.36906
103.07802
102.89173
102.92014
103.45482
103.25049
103.26594
103.50928
103.50138
103.33911
103.34347
103.40256
103.63547
103.44826
103.6021
103.71772
103.65121
103.43235
103.69367
103.6543
103.77152
103.70371
103.8102
103.8124
104.29491
104.45213
100.63898
97.90538
89.42513
84.2124
62.87185
56.64052
52.83806
49.89144
59.01512
60.53812
62.37398
69.96572
74.25528
84.86617
108.28862
132.02005
131.37671
130.68573
129.85925
127.9332
127.78547
126.0752
123.54997
121.94879
120.67037
116.82516
116.58871
115.23074
112.00039
110.39652
109.76647
109.76047
109.49646
109.71427
109.06339
109.71706
108.87723
109.5814
108.97438
109.60758
109.64931
108.86001
110.99469
112.56621
113.98061
116.45774
117.01722
117.0626
116.94695
117.42201
116.41739
116.34347
117.07441
116.47972
117.0231
117.19688
116.16385
116.11188
116.67267
116.58871
115.85495
116.31663
116.65807
115.71647
115.78238
115.83839
115.84213
116.48022
116.5813
116.62976
115.97589
116.99419
117.22969
116.95062
117.04455
118.87182
118.2482
117.94528
118.48169
118.88114
115.85584
114.78323
113.62126
111.36181
109.53346
110.30505
111.35643
110.98041
110.80869
112.48274
110.11155
110.58488
112.55276
114.68812
116.20797
120.38842
122.97736
126.61073
129.5332
130.40991
129.97044
129.40774
129.66473
129.48711
129.49639
130.52881
130.88848
131.36024
131.42493
131.2956
131.1022
130.85755
130.47418
130.4873
130.16529
123.20282
105.45325
99.49659
96.48737
93.58753
96.29905
108.02123
112.27943
112.12034
109.36125
94.21056
94.15866
95.13743
94.82041
80.66066
75.10171
67.6833
60.3352
57.89954
53.23583
62.62667
62.41549
68.01693
75.56198
85.33796
91.6102
110.98963
128.97749
130.83816
136.77812
139.60866
139.95899
141.88747
145.29846
144.6461
147.26188
147.95079
142.39672
136.11952
130.8499
125.02096
117.24724
111.90938
110.2896
104.88868
103.37621
102.25869
109.09091
115.50282
123.24078
135.6145
148.24111
148.86089
150.14524
138.4852
123.51427
115.55682
107.39856
107.27375
120.83241
127.70499
137.8206
141.99068
145.11253
143.99341
144.74639
144.84272
143.23284
143.80902
141.3768
140.05686
138.13812
